,index,tweets,label
1131,330,"@Congreso_CdMex : No le nieguen a Niñas, Niños y Adolescentes Trans* su acta de nacimiento. - ¡Firma la petición! url vía @Change_Mex",NP
2415,1614,"Tengo ganas de ser marica el 14 de febrero &amp; ver películas con alguien, acurrucados, con comida &amp; cobijas &amp; besos.",NP
2501,1700,@RogelioRiverar soy lesbiana,NP
5516,355,"Cómo no volverme loca en la FIL y gastar lo que no tengo 
—Virgencita plis url",NA
3713,2912,"@davidallegre Pues es no identificarte ni hombre ni mujer.

Mi pareja es no binarie, mucha gente es no binarie. Es simplemente no ser ni de uno ni de otro. Y tú te identificas como quieras sé súper vale ser hombre que use vestidos como se vale ser mujer en pantalones.",NP
3250,2449,"Una trágica pérdida para el mundo del teatro. #TerranceMcNally escritor de Master Class, El beso de la Mujer Araña y Frankie y Johnny falleció hoy debido al Covid-19. Hombre alegre, felizmente gay, brillante y siempre cerca de México, de todos nosotros, con su trabajo. 💔  🎭 💔",NP
4917,4116,@GomezGeorgette de acuerdo. En lo trans lo veo tan.. pero TAN presente. Da mucho que pensar.,NP
6336,1175,"url
Soy un capricho el sueño D una noche loca,el beso nuevo D otra boca la fantasía D otra piel💋 url",NA
4311,3510,Sepan que @clarketo no puede ir a la marcha #Pride2019  no porque no sea SUPER GAY sino porque hay que estar orgulloso de serlo para ir.,NP
4736,3935,"@volito22 @Edgar88 @reformagente @ClaroVideoMx En YouTube hay una escena de esa interesante película gay mexicana url con el tremendo jovencito y hermoso Alejandro Camacho, y la estrella de Buñuel, Rosita Quintana y descubre homosexualismo de su hijo y lo encierra para evitar el desprestigio @IgualdadLGBT url",NP
6982,43,"""el hijo del Santo, contra el pinche gringo puñal"" asì gritan aquí",P
651,651,"Y ese JAVIER a la torre que? Si ni siquiera sabe si es hombre o que? Experto en mentiras y edición de noticias, deberían de vetarlo hasta del mundo de los homosexuales. Mariquita sin calzones url",P
1417,616,presbiterianos de USA aprueban matrimonio y ordenación homosexuales. Anglicanos Ingleses ordenación femenina. Se viene un giro.,NP
2917,2116,(La histeria anti-trans ATACA DE NUEVO),NP
3525,2724,"Teorías de Juan Gabriel:

- Vuelve, como Juana Gabriel. Ahora Es una muy guapa mujer trans.

- Vuelve, pero es un pedo tipo superhéroes que ceden su uniforme. El nuevo tiene 17 años y ahora es Teen JuanGa.

- No vuelve, todo esto es su manager queriendo disparar plays en Spotify. url",NP
5985,824,"@JLozanoA @Claudiashein @TEPJF_informa Inútil saco de Pus. Muy autónomos pero maman del erario. Del cual incluye todos nuestros impuestos. Es nuestro derecho exigirles explicaciones por que hoy dicen blanco y en una semana posterior negro. Por que la diferencia. 
Así las cosas mi estimada chiva loca.",NA
1552,751,@korno @Radiohen se me hace que se fueron al pinche baño con la loca url @Jimostenes url,NP
4297,3496,.@earcos @Hipertextual sigue siendo un putazo victimario. Apoyo por fa. 43% de la población trans se suicida por baja autoestima.,NP
6554,1393,Todo ocurrió alrededor de las 2:00 de la madrugada de éste sábado; el altercado que llegó al punto en que los tráns… url,NA
2759,1958,"Estuve presente en el foro realizado en la CDMX y convocado por @mpactgloba, rumbo a la conferencia internacional #VIH2020.
Donde discutimos la promoción, protección y la inclusión de jóvenes, población Trans y el trabajo en educación sexual integral a nivel regional y global.🌎 url",NP
1711,910,¿Se acuerdan cuando en secundaria no sabían qué decirle a las niñas de las que tenín celos y mejor les decían putas? Pues así.,NP
5389,228,@JLozanoA @lopezobrador_ Así es que puta pinche pena da este pinche peje,NA
497,497,Jaja hay un vato hembra en mi carrera en la tarde que parece transexual. Dice que es mujer pero trae  paquete,P
261,261,"@LiLHeathenMMA pinche joto maricon, decepcionante tu participación, jamás pagaría por verte nuevamente en el octágono",P
6728,1567,@SoyGerardCortez @LePaline @hola_amigue @moran_cz @ginxglez @LunalatunaMtz @AndruSpano @LxDanaSofia @NoBinaries_es @Mexico_Trans FOMO mil por no estar en CDMX pero manden fotitos. 💛,NA
2325,1524,Cada vez me vuelvo más joto,NP
2231,1430,Yo vivo mi vida Homosexual tal y como es!! Y pues Nada es la cosa más chula de la vida,NP
1892,1091,Que quiere decir si el cajero del oxxo es gay y al darme el cambio me acarició la mano?????,NP
96,96,No cabe duda que yo me visto medio vato y el se viste super gay😂😂😂😂,P
304,304,Puto el que lo lea.,P
4988,4187,"Las implicaciones del matrimonio homosexual en Italia, con @genarolozano en #ForoGlobal url url",NP
4298,3497,"Asesinan a Mateo López -un hombre trans- en Colombia.

Y @RevistaSemana, un supuesto “buen” medio:

- Usa su nombre de nacimiento
- PIENSA que es una mujer trans, y usa su nombre a modo odiante para negarle su identidad “el era conocido como”
- Le llama “líder transgénico” url",NP
5919,758,"Niños de Jacona, encontrados en Zacatecas. Se daban lujos con 300 mil pesos que uno de ellos robó a su abuelo y yo creía que mi infancia había sido cool y loca por quemar lotes baldíos 🤦🏼‍♀️",NA
3881,3080,"Y miren, no somos tantas personas trans en el deporte. ¿A cuántas conocen ustedes?

De muchos modos a nosotras YA nos sacaron del deporte

¿Saben a quién le va a afectar esto? A chingos de personas que NO son trans, que las van a acusar de serlo y tener que mostrar sus genitales.",NP
3699,2898,Pensando un poco en el tema de Los Arrepentidos .. ayer una amiga trans me dijo planea transicionar de vuelta. Scary.,NP
5703,542,"#MeHizoElDía  ver a @barbaraig  en #MaratonTelehit Como siempre hermosa
Pon a One Direction, y si te lo permiten Drag Me Down x3",NA
3066,2265,"@SoyTabs Ay. Es que más bien los vatos Cis Hetero suelen tener TANTOS traumas y pedos y no lo admiten. 
Si fueras Cis, pero FEMINISTA (o bisexual/pansexual).. igual hay desmadre. 

Los chicos trans por ejemplo son la onda y tienen cero pedo con la diversidad.",NP
1065,264,"Mañana, mi adorada @Avera21 presenta el informe “La invisibilidad tras los muros” sobre mujeres trans privadas de libertad. No se lo pierdan. url",NP
1358,557,Hoy me siento más bisexual que otros días.,NP
5173,12,La vida de los cómics es tan loca que hasta hay historias de “¿que pasaría si DC se une con Marvel?” url,NA
4610,3809,"@Solokain @Montserrat7891 Khaaaa? Yo no quiero dejar de ser trans ni dejar de ser mujer ni dejar de ser lesbiana.

A mucha honra. ""Mexicano"" es una etiqueta y si todos fuéramos ""humanos"" no habría mundial.",NP
2437,1636,"No odio a los heteros, pero la neta desde que mi círculo cercano son puras morras, jotas y maricas todo es mucho amor 🥰",NP
5559,398,"A cenaaaaar (@ La Susheria de Bi in Zapopan, JAL) url",NA
4317,3516,"@elAngelini @SinComentMx AHORA.. te voy a decir algo.

He aprendido que mis videos mágicamente se desmonetizan siempre luego que me discuto con feministas trans odiantes en Twitter.

¿Me estás diciendo qué hay transodiantes que reportan videos de feminismos de fer, querida Ophelia?
.. no, no sé.",NP
6753,1592,"Si!! Ve, anótate: 
Escenario Principal:  url

Escenario Ciencia: url url",NA
1513,712,"@MichPantera @Santiralph Y no, no es que no tenga empatía con la gente Trans Jajajajaja no generalices 😉

Simplemente que no le encuentro lógica a su protesta 🤷🏻‍♂️",NP
2098,1297,Feliz cumpleaños a una de mis feministas favoritas. Aunque no crea en la utopía queer :P url,NP
4494,3693,"@unpamsito @volkova @monicaraya @ReneeGoust Me es muy normal convivir con el acoso lésbico. 
Supongo ya lo normalicé. Es “de esas cosas” que hacen muchas lenchas.",NP
4895,4094,"Hay días que le tengo poca paciencia al drama trans. ""Ser trans es que vas a morir"" ""mi obra trata de lo difícil que es ser trans"".",NP
6069,908,Hoy Es El Gran Día I Como Me Ubiera Gustado Que Me Vieras Vestida De Novia Pero Se Que Desde Cielo Me Miraras I Me,NA
40,40,"Qué jotos pero en fin, me caen bien jaja 😂 url",P
5515,354,"@luleluledielli puta vida, nomás me deprimo):",NA
3729,2928,"@pablolmoran - Por eso RuPaul’s es tan importante. Es des los pocos show masivos donde la gente se EMPODERA al ser LGBT+ (pero falllta, checa como las pelis de temas trans todas son sufridas, no hay excepto en DOS casos contenidos trans donde POR TRANSICIONAR a la gente le va mejor)",NP
1221,420,"Si JuanGa no hubiera sido gay, no hubiese existido ""El divo de Juarez"" y por consecuente viviríamos sin su música.

🤔",NP
3103,2302,#Entérate CMF exige sanción contra CIDH por avalar cambio de sexo y matrimonios gay url,NP
4461,3660,@GArnauda Se vuelve más divertido si consideras que son dragas todas,NP
1116,315,@whatever_song Entonces serías gay.,NP
6260,1099,@KimOdalisM @JorgeTortoledo JAJAJAJAJAJAJA aaaaah esque error ahí viene la buchonaaa vestida a la moda JJJJJJurl El que capto capto,NA
1982,1181,"Yo si tengo ganado, pero ganado el infierno por homosexual.",NP
2256,1455,Qué puto url #WorldSeries url,NP
6610,1449,"A propósito del Día Mundial de la Radio que celebraremos el próximo 13 de febrero, nos encontramos este Zenith Trans Océanic que, nos dicen, puede sintonizar todas las frecuencias del mundo. #WRD2019 url",NA
1443,642,"@brenda_pinales1 HAHAHAHAHAH TODA LA VIDA TE HE MADREADO BRENDA CHILL no estoy en contra de las lesbianas wtf, todo lo que te digo es namas para molestarte pq te prendes por todo😂 y pues aquí lo representas perfecto haciéndola de pedo like always🙄 yo tqmmm aunque me odies",NP
6337,1176,Se acuerdan que me volvía loca sus calcetines peculiares ?? Me vuelve más loca saber que es mi ochomesino favorito 🥰,NA
3556,2755,@fjaime69 @joselbueno @revistaboysmx @markmares @trusaoboxer Le va a gustar mucho es algo muy original y fantástico y fácil de leer especialmente para los que muy pocas veces se interesan en un libro y es muy eróticamente revienta pantalones 👖 closeteros,NP
2499,1698,"Defender el derecho de elegir la preferencia sexual no es un asunto exclusivo de las lesbianas y los homosexuales, es un asunto de todos.",NP
6450,1289,En duda el destino de la quinta cinta de #Transformers url url,NA
4883,4082,"Cada 8 de noviembre se celebra el Día de la #SolidaridadIntersexual, con el propósito de sensibilizar y concienciar acerca de los derechos humanos de las personas intersexuales, así como promover el respeto y la solidaridad. url",NP
4888,4087,"Aquí la investigación de parte de @NBCNews, sobre el caso de la chica trans que ha sido difamada en el caso de la masacre en Texas.👇

url",NP
2511,1710,Goe qué pedo con mis ligues últimamente. Un señor de cuarenta y tantos años y otro que lo conocí en un bar gay y siento que es gay (no tiene nada de malo) pero porque me quiere ligar 🤷🏽‍♀️,NP
299,299,Porqué será. url de maricones. ...😠😬 url,P
1909,1108,"Amigos fifas: así como todas las marcas este año te quieren llevar a Qatar mientras más consumas sus productos, eso mismo sentimos los gays en junio.",NP
3219,2418,“En espera de que vuelvas y tal vez vuelvas por mi” 📸 by. @VisionaryRebel #callme #drama #queen #comback #style #bloggerstyle #gaypride #gay #photographylovers #manunisima #simplementemanunna #shinebright… url,NP
3468,2667,"Cuando me dicen “no hay ningún [ x profesión ] gay”

Yo solo pienso JAJAJAJAJAJAJJAJAJAJAJAJAJAJA

Aplica para futbolistas/boxeadores/músicos rancheros/policías",NP
3059,2258,"mi drag en #pride2018 por si no lo entendieron.
💎
#amigadatecuenta 
#postgenderism en Mexico City, Mexico url",NP
2059,1258,@EriickZamoraG @ErickSaandoval Ya bésalo joto!,NP
3095,2294,"@VanessaRosales_ @DilaurenttiCris Más bien, hay algo roto por ahí donde las críticas de género (y tantas) se tornan tan agresivas y excluyentes con las mujeres trans :/

Y pues nomás una no sabe que hacer vane. url",NP
4577,3776,@steffano_cine @NetflixLAT Es asexual. Entonces forma parte de la diversidad.,NP
6534,1373,"@Emperadorpombo ya sabes que TODO puede suceder, y lo de Diablos qué te puedo decir, con esa marca y racha todos pensamos en un Bi.",NA
1855,1054,"Jotonas! Nuestra tarea como fans del drag es ver y apoyar a nuestras queens sea o no sea su fav!!!
 Ya dejen el hate por dios!!! Así que ponganse perras y brilloteen!!!!!",NP
4762,3961,"@queerterpreter No hay cosa que me de más rarito que cuando me dicen “hola soy juliana.. INGENIERO”

Requete normal por acá. Y lo defienden diciendo que “ingeniera” es una posición política innecesaria y que ingeniero “comunica igualdad con los hombres”.

Siempre me da rarito.",NP
5260,99,"activamente ese estrés [videojuegos, apuestas, deportes extremos, etc.]). En serio habla muchísimo de la educación de una persona sobre si es capaz de realizar una falacia sobre un tema así de serio, ya no digamos humor negro, que habrán raritos que les cause gracia (puto asco) +",NA
757,757,"""Ni de mamada aceptaría el hígado del pendejo de mi hijo el potrillo""

Vicente no podemos decir eso.

Ok entonces ""Rechacé el transplante porque qué tal qué es de un homosexual o un drogadicto""",P
5756,595,¿Diganme por qué Mad Max esta ganando oscar's si es la peooooor puta película?,NA
5211,50,@hildabrizc Porque loca?,NA
5492,331,"@Bi_Almeria Si, a mi hasta me puedes decir ""José, unas cheves, unas caguamas allí en la casa"" y prefiero eso que me quieran decir para ir a un bar fresón.",NA
3147,2346,Está bien horrible que luego bajo este mismo esfuerzo se la pasan cambiando pronombres de la gente trans.,NP
2693,1892,"Luego piensen en esto, dado que la decisión de “esta sí parece trans” y “está no parece trans” literal se basa en el look (todavía no nos checan los genitales al entrar a eventos)

.. ¿QUIÉN es quien perpetúa los estereotipos de género y la Cis-norma?",NP
1291,490,Laverne Cox @Lavernecox  ya fue nominada al #Emmy por tanto #MJRodriguez no es la primera mujer trans en serlo 🤷🏾‍♀️🤦🏾‍♀️.,NP
3319,2518,@renatapasiflora @jaqemate obvio. Vivian es súper símbolo trans Gamer.,NP
5474,313,@DhiaAc aquí una respuesta mejor que la que yo podría dar sobre la supuesta discriminación de la que habla url,NA
6603,1442,"Maigos, que putos nervios!!!! Ya por fin es url",NA
4287,3486,100% a favor de la adopción gay! Solo para que lo sepan!,NP
5194,33,Hora de comer para seguir trabajando (@ Calle Mariquita Sánchez in Mexico) url,NA
886,85,Pues me vine a la fiesta vecinal de mis amigas lesbianas,NP
4218,3417,"Acá de nuevo, sospecharon era trans o que no se veía “lo suficientemente mujer” url",NP
6329,1168,"""Qué bonito que alguien te quiera aunque seas una loca, enojona y amargada""🥺❤",NA
6675,1514,"Nadie olvida un amor de verdad. Enamorarse es poner el corazón en un plato, entregarse y darle el puñal a la otra persona sin miedo y corriendo todos los riesgos. url",NA
2793,1992,De no ser x Olga S. Cordero los jueces no hubieran aprobado la constitucionalidad del aborto o los matrimonios gays u,NP
5062,4261,@JoseJoseOficial recibió premio ORGULLO DE MI CIUDAD  de la comunidad Gay de 🇲🇽 en @cabaretito Una de sus últimas apariciones públicas en México. Ahí pidió respeto a los derechos humanos de nuestro colectivo. 🏳️‍🌈 ¡Hasta siempre maestro! @LavaderoMunecas @RCulturaPop @glendachuki url,NP
